2019-10-01 00:15:06 UTC,cart,5869134,1783999064136745198,,cosmoprofi,6.350000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:17:10 UTC,cart,5787018,1487580006644188066,,,6.330000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:21:02 UTC,cart,5836843,1487580009261432856,,pnb,0.710000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:22:24 UTC,cart,5755171,1487580009387261981,,,2.480000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:22:56 UTC,cart,5691026,1487580009387261981,,,2.860000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:23:06 UTC,cart,5755172,1487580009387261981,,,2.290000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:29:21 UTC,cart,5857007,1487580009496313889,,runail,3.170000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:30:25 UTC,cart,5863222,2007399943458784057,apparel.glove,mavala,7.780000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:30:56 UTC,cart,5835924,1487580009471148064,,irisk,1.510000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:35:46 UTC,cart,5700164,1487580009471148064,,,1.750000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:44:00 UTC,cart,5643943,1487580010100293687,,,1.050000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:44:31 UTC,cart,5809921,1487580010100293687,,grattol,2.060000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:15:06 UTC,cart,5869134,1783999064136745198,,cosmoprofi,6.350000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:17:10 UTC,cart,5787018,1487580006644188066,,,6.330000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:21:02 UTC,cart,5836843,1487580009261432856,,pnb,0.710000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:22:24 UTC,cart,5755171,1487580009387261981,,,2.480000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:22:56 UTC,cart,5691026,1487580009387261981,,,2.860000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:23:06 UTC,cart,5755172,1487580009387261981,,,2.290000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:29:21 UTC,cart,5857007,1487580009496313889,,runail,3.170000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:30:25 UTC,cart,5863222,2007399943458784057,apparel.glove,mavala,7.780000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:30:56 UTC,cart,5835924,1487580009471148064,,irisk,1.510000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:35:46 UTC,cart,5700164,1487580009471148064,,,1.750000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:44:00 UTC,cart,5643943,1487580010100293687,,,1.050000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:44:31 UTC,cart,5809921,1487580010100293687,,grattol,2.060000,554342223,0b974342-1a53-41c1-a426-23130e770f4b
